index,Review,Sentiment
2229,aroma yg nikmat dan rasa yg mantapppkopi kapal api jelas lbh enkkkk,positive
2230,dari dulu waktu umur saya masih sekitar 7 tahun saya selalu main ke rumah almarhum kakek dan nenek saya dan selepas kakek kerja dan pulang kerumah dia selalu bawa makanan ringan dan sambil kita duduk santai almarhum kake selalu minum kopi kapalapi tapi kalo dulu kopinya saja blm di capur dengan gula dan almarhum kakek saya mengajarkan kalo manuangkan kopi yaitu dua sendok kopi satu sendok gula jadi perbandingannya 2 berbanding 1 lalu tuangkan air panas dan aduk sebanyak 18 ka lihat selengkapnya,positive
2231,nutrisinya lengkap anak jadi tumbuh sehat dan pintar,positive
2232,tahan brp sist ,positive
2233,anak saya suka sekali dengan nabati coklat dan rasanya enak jadi saya kalau membeli cemilan nabati dan juga keluarga saya suks sekali dengan nabati,positive
2234,dear morinaga anak ku konsumsi chilkid platinum dari dia umur 1tahun dan sekarang umur nya dah 15bulan tp kenapa setiap abis minum susu itu akhir2 ini poop nya jd encer ya ga berlendir sih dan aku juga dah check ke dsa nya katanya pencernaan anak ku lg ga bagus dan anak ku di suruh minum susu non lactosa dan kebetulan aku pilih susunya juga dari morinaga yg mau aku tanyain boleh ga si susu nl 33 itu di konsumsi buat anak 15bulan soalnya di petunjuk kaleng nya cuma sampe lihat selengkapnya,negative
2235,selalu ada kopi kapal api yang menemami sepinya hari yang kujalani ,positive
2236,kalo bikin indomie goreng satu tuh kurang tapi dua kebanyakan nah indomie goreng jumbo solusi ditengah kelaperan banget porsinya pas kenyangnya nggak berlebihan y ,positive
2237,minum susu sgm bunda hamil dan menyusui membuat badan tambah sehat membantu memelihara pertumbuhan dan perkembangan janin aamiin,positive
2238,pagi dan malam selalu setia minum prenagen mommy biofe rasa coklat rasa favorit ku rasa lebih enak ,positive
2239, pahittt jelek,negative
2240,susu untuk semua ibu di dunia,positive
2241,6xf9y14 r7 ini kode unik,positive
2242,alhamdulillah putri kecilku suka sama susu morinaga dr pertama minum bmt dan sekarng dah ganti chil mil,positive
2243,kapal api adalah perusahaan kopi konsumsi ternama sudah punya pelanggan setia yg cukup banyak pastinya seperti suami saya saking cintanya dgn produk kapal api dia mau pindah merek utk pelanggan setia perusahaan harus ad reward utk pelanggan setianya semoga terwujud ,positive
2244,setelah cukup waktu pemberian asi saya pilih chil kid untuk junior saya yang kini berusia 2 3 tahun saya dan junior saya sudah mendapatkan banyak sekali keuntungan perkembangan junior saya sudah tampak mulai dari sifat yang enerjik aktif dan mulai muncul pemikiran yang pintar dan kreatif keuntungan lain tentunya saya sudah mendapatkan reward dari morinaga salah satunya reward sepeda mini utk junior saya terima kasih morinaga semoga junior ku benar2 generasi platinum,positive
2245, tolong dicek lagi komposisinya ga bagus,negative
2246,kapal api tetap dihati ,positive
2247, produk tidak sesuai,negative
2248,enak krim nya lembut dan nikmat,positive
2249,please info nya selain utk kecerdasan bmt platinum 0 6bln apa bisa utk menmbh berat bdn baby thks before ,positive
2250,rasa nya enak harga terjangkau,positive
2251,dear mam terima kasih atas kepercayaan mam pada wyeth nutrition dan kami mohon maaf untuk ketidaknyamanannya jika berkenan mam dapat menyampaikan kembali hal ini beserta nama dan nomor telepon melalui inbox tim wyeth careline akan menghubungi mam lihat selengkapnya,positive
2252,produk nabati tu rasanya enak banget pas di lidah saya paling suka richees rasa keju hmmm mak nyuss kalo di gigit ,positive
2253,bohongg,negative
2254,nabati sangat enak sekali saya suka sekali nabati sering di makan sei hti nya,positive
2255,saya iwa dari kopo mau komplain saya beli susu ultra yg 1 ltr 4 buah expire masih lama tapi tadi pagi dicoba rasanya udah basi padahal masih di segel,negative
2256,ehmmmm nikmat nyo krenyes2,positive
2257,ga enak bingitsss,negative
2258,hadiah meriah indonesia hebat,positive
2259,maaf sy mau kasih saran tolong dong untuk morinaga chil kid soya 3 kemas jg yg ukuran 800gr anak sy pake soya soal ny alergi susu sapi tpi untuk chil kid soya 3 gk da kmsan besar nya ,negative
2260,bodohhh,negative
2261,dearmorinaga,positive
2262,susu nya yg rasa nya enak harga terjangkau dan nutrisi yg tepat untuk calon baby ,positive
2263,harganya terjangkau dan anak anak suka sekali dan sukses terus buat sgm bunda,positive
2264,pintarnya beda banget ,negative
2265,fitbar coklat enaaaaaak banget ak ngemil terus dan bikin kepengen ngeemil terus sm fitbar deh,positive
2266,ngakak nyampe banting rumah kalo liatin roastingan netizen,negative
2267,a uuzubillaahi walaa taqrabaa haazihi ssajarota wakuluu wasyrobuu walaa tusrifuu ,positive
2268,snacking with no worries yaaa fitbar lahhhh rendah kalorii dan bikin sehat tentunya,positive
2269,anx pling suka yg rsa coklat tiap bli cemilan pasti nabati rasa coklat,positive
2270,rasa all varian nabati enak banget anak pun suka ,positive
2271,mantab ,positive
2272,mantap dan nikmat kopi kapal api membuat hari hari kita penuh semangat bekerja penuh konsentrasi dan hadiahnya yang begitu mewah ,positive
2273,saya pernah ikut lomba 2 kali dapat kopi ehehehe ,positive
2274,wafer keluarga saya renyah enak mengandung vitamin lagi ,positive
2275,susu s26 ini memang memiliki gizi yg lengkap dan rasanya disukai banyak anak2 karena enak,positive
2276,s26 memng benar2 hebat bagus untuk otak dan tubuh ga nysel ngasih susu s26 dari anak yg pertma smpai punya anak yg ketiga tetap s26,positive
2277,citarasa nusantara yang mendunia the best instant noodle in the world ,positive
2278,makasi korinaga hadiah ny sudah sampai ,positive
2279,s26 procal gold membuat anak saya stevani halona lebih aktif cepat tanggkap lincah pengertian perhatian beda anak beda pinter nya untk rasa anak saya suka 1x minum bisa 210ml lebih harus penuh dot nya hehe untk pup ny setiap hari tidak pernah keras jg terima kasih s26,positive
2280,sudah gak bisa di ungkapkan dengan kata2 intinya love you nabati ,positive
2281,anakku 2 minumnya sgm semua alhmdlilah cocok,positive
2282,es milo enk buanget,negative
2283,sarapan yg simple aja enaak,positive
2284,enak yg rasa coklat dan keju keluarga ku suka semua terimakasih nahati,positive
2285,dulu sy spg anline berpatner dengan spg sgm dri dia nerjualan disitulah sy terekomendasi pdahal sudah 4tahun lalu tpi masih terniang di telinga,positive
2286, mantab ,positive
2287,sebaiknya kualitas susunya lebih diperhatikan beli 1box isi 24 yg rusak sdh ketemu 4 bh padahal expirednya jan 23 ada yg rusak gembung ada yg tidak gembung tapi asam susunyasisa dibox masih banyak jadi khawatir kalau minum langsung ,negative
2288,mantap kopinya mantap rasanya cocok dihati ,positive
2289,bangus untuk perkembangan otakk anak,positive
2290,pw terbaik ,positive
2291,indomie goreng sekarang rasanya seperti nyangkut ditenggorokan bumbunya ,positive
2292,rasanya top banget looh ,positive
2293,as vegetable protein lover feel happy everytime bite nabati product it hard to forget their taste ,positive
2294,gizinya emang bagus beda bgt sama merek susu lainnya biar mahal yg penting kandungan gizinya banyak bikin ank aktif bgt dan pintar ank pertama susunya dri umur 2 bln udh s26 anak kedua so pastii s26 juga biar ikut pintar kyk kakaknya,positive
2295,aku suka banget sama rasa coklat dari hamil pertama mpe hamil kedua aku selalu minum sgm bunda ,positive
2296,i looove prenagen selama hamil aku konsumsi prenagen coklat rasanya enaakkk ,positive
2297,tidak minum kopi kapal api sehari saja terasa lemas bagi saya ,positive
2298,kasian atmin nya di bercandain wkwkwkwk,negative
2299,minum selalu sgm rasakan manfaatnya bg pertumbuhn si buah hati,positive
2300,kopi kapal api sangat manyuss dari dulu saya selalu minum kopi kapal api,positive
2301,good product berhsil hamil dg knsumsi prenagen esensis,positive
2302,ini kehamilan pertama saya dari awal memang minum susu prenagen dan belum pernah beralih susu ke merek lain karena saya tidak mengalami diare atau muntah sehabis minum susu ini jus nya juga enak rasanya apa lagi kalo dingin nyees banget ditenggorokan semoga sampai melahirkan nanti bayi nya sehat dan ibu nya juga sehat amiin,positive
2303,suka kndungan gizinx banyak cocok buat yg lagi ngurusin badan,positive
2304,saya resepan makan nu keju dripada rasa nu laen harga pas jeng rasa pas mantap pokonamah,positive
2305,anakku suka sekali dgn susu sgm dan buat anakku gendut banget,positive
2306,nabatinya rasanya enak dan ada banyak rasalagi,positive
2307, saya langsung pusing,negative
2308,rasa nya nikmat wangi nya harum selamat ngopi,positive
2309,subhanallah semoga melalui asupan susu prenagen ini janin kita berkembang lebih baik dan sehat sampai terlahir didunia menjadi generasi penerus umat islam dan bangsa indonesia yang terbaik amintrima kasih prenagen ,positive
2310,mie legend sering bingung mau rasa apa sbb enak semua tapi pernah pas beli isinya cuma mie doang ngga ada bumbunya lah hari ini bli mie goreng kecapnya bocor lengket dmana2 semoga kedepannya produk nya lebih bagus lagi selalu tetap indomie yg di hati ,positive
2311, anak generasi platinum sang juara putra saya jovindra 18bln konsumsi asi eksklusif sampai usia 9 bulan sejak awal minum sufor saya percayakan pada morinaga kandungan kolin aal zat besi dan laktulosa prebiotik yg lengkap membuat saya yakin morinaga adalah susu terbaik untuk anak saya dlm tumbuh kembang nya menjadi anak yg sehat dan cerdas terima kasih untuk susu morinaga ,positive
2312,kopi kapal api sangat nikmat,positive
2313,kandungan susunya rendah gula cocok untuk anak anak terutama anak saya ,positive
2314,susu sgm bunda memang sangat cocok dari kecil emang minum sgm pas hamil pun minum dede diperut gin suka rasanya pun enak ,positive
2315,legenda indomie goreng,positive
2316,great instant noodle ever ,positive
2317,membeli peluang menjadi pemenang di antara kiat manjur pengusaha untuk melipatgandakan penjualannya ialah dengan mengadakan undian berhadiah dari mereka ada yang membuat kuis sederhana ada pula yang dengan mengirimkan potongan bungkus produk atau cara lainnya anda kurang percaya bukankah untuk bisa mengikuti undian ini anda terlebih dahulu harus membeli produknya ditambah lagi pengundian pemenang dilakukan dalam jeda waktu yang cukup panjang sejak dimulainya pengumpul lihat selengkapnya,positive
2318,banyak variant rasa jadi ga bosen ,positive
2319,dua varian pertama paling suka fruits fitbar eee beberapa wkt yg lalu ke swalayan kok liat yang coklat begitu nyoba hmmm yummyyyy jd ga waswas lagi kl pas kepengen makan coklat sdh ada choc fitbar yang pasti sehat thank you ,positive
2320,mie instan terbaik dari yang terbaik ,positive
2321,oke lahhhhhhhhhhhhhhhhhhhhhhjj,positive
2322,anakku semakin pintar dan sehat daya inmunnya kuat,positive
2323,iyh saya suka sama nabati rasa keju rasa coklat,positive
2324,kehamilan pertamaku ini aku percayakan nutrisi untuk bayiku kepada susu prenagen udah coba semua rasa rasanya enak semua aku paling suka rasa vanilla karna manisnya enak bangett gak bikin mual terimakasih prenagen ,positive
2325,samosir batak yang ku sayang,positive
2326,mudah mudahan menang amin,positive
2327,saya pusing abis minum ini,negative
2328,2 anakku minum susu morinaga smp skrg alhamdulilah pencernaannya lancar gizi terpenuhi,positive
2329,nabati ueenak polllll ,negative
2330,sejak saya menikah dan tau kal saya hamil saya merasa mual mual saya lalu minum prenagen sampai usia kandungan saya 8 bulan dan udh lahiran anak saya udh berumur 5 bulan pintar banget ,positive
2331,tiada hari tanpa kopi kapal api,positive
2332,nabati cemilan kesukaan anak gw,positive
2333,sendok susunya di beri tempat sendok dalam kaleng supaya saat buat susu ga lama nyari sendok dalam bubuk susu,positive
2334,harum ny yg mengoda rasanya yg mantap ,positive
2335,produk berkualitas dengan kadar gula yang pas,positive
2336,susunya enak dan bikin badan anak bagus baik untuk pencernaan ga sembelit,positive
2337,kopi kapal api mang kawww lahh terbaikkkk ,positive
2338,enak banget kalo udah ngemil gak mau berhenti,positive
2339,nabati rasa coklat salah satu cemilan anak paling disukai nya ,positive
2340,belum nyobain karna belum ada di toko daerah sini mah,negative
2341,dear nabatikamu jangan kayak momogi ya makin lama makin kecil ,negative
2342,pagi mau tanya nich apa sich solusi anak batuk pilek panas tanpa bwa ke dokter tapi yang alami karena takutnya nanti baby ku jadi keseringan ke dokter mohon solusi nya makasih,positive
2343, anak generasi platinum sang juara sejak masa cuti saya habis roy berumur 3 bulan selain asip saya berikan bmt platinum awalnya saya tanya pada teman teman dan mereka merekomendasikan produk morinaga saya juga survey komposisi beberapa merk sufor dan pilihan saya morinaga alasannya saya ingin memberikan susu dengan nutrisi yang tepat agar tumbuh kembang anak saya optimal alhamdulillah saat ini roy berumur 10 bulan tumbuh kembangnya bagus sesuai masanya sehat lihat selengkapnya,positive
2344,lejat pisan tenggo emng cemiln seharai hari,negative
2345,aq suka sekali yg kuning dan putih tiap hari pasti beli,positive
2346,berikan yang terbaik dri sgm,positive
2347,i love it sooo muucch ,positive
2348,kopi kebanggaan bangsa satu nusa satu rasa cita rasa nusantara,positive
2349,rasax enak bermacam2 rasa dan tidak membosankan tambah rasa yg lain klo bisa,positive
2350,indomie selalu menciptakan produk baru terkadang ke mini market suka bingung sendiri mau beli karena pilihannya banyak dan semuanya enak tp favorit gw 1 indomie goreng biasa2 indomie ayam bawang3 indomie kari ayam lihat selengkapnya,positive
2351,kopine muantaap tenan rek,positive
2352,enak dn mengenyangkan perut,positive
2353,wafer nabati adalah wafer yang disukai oleh keluarga renyah kejunya sangat tersa terbuat dari bahan pilihan dan harganya sangat terjangkau serta memenuhi nilai gizi yang baik untuk pertumbuhan anak2 ,positive
2354,snatai ditemani kopi kapal api mantap,positive
2355,nabati yg sangat renyah coklat yg terasa buanyak,positive
2356,prenagen world selalu setia waktu setelah nikah dg prenagen esensisnyapernah coba prenagen emesis waktu mual2 sekarang ngeasi prenagen lactamomterimakasih pw,positive
2357,dear morinaga anak saya umur 19bulan sebelumnya pakai sufor merk lain dan sekarang ingin beralih ke morinaga bagaimana cara penyajian untuk peralihan ke susu morinaga yaa ,positive
2358,saya paling suka makan nabati dan makanan feporit saya ,positive
2359,nabati enak murah meriah eeyyy,positive
2360,mknan ringan yg lezat dan nikmat,positive
2361,cocok untuk anak anak saya kandungan gizinya pun banyak ,positive
2362,dari awal saya coba nabati rasanya tetep sama ngk pernah berubah kyak produk lain yg pernah saya coba ,positive
2363,malam sgm bunda dari awal kehmailan saya dudah mencoba susu sgm bunda yang rasa strawberry saat pertama kali mencoba dudah membuat saya jatuh hati karena aroma straeberry nya yg manis dan juga rasanya yang membuta ketagihan sampai saat ini pun kehamilan saya yang berusia 23 minggu masih dan akan terus didampingi oleh susu sgm ternyata memang benar susu sgm adalah susu generasi maju untuk aku dan calon anak aku sgm bukan hanya rasanya yang enak namub juga sangat bermanfa lihat selengkapnya,positive
